ID,AUTHOR,WORK,LOCATION,TEXT
52,Aeschines (0026),Against Ctesiphon (003),79.1,"ὡς γὰρ τάχιστα εἴσω Πυλῶν Φίλιππος παρῆλθε, καὶ τάς τε ἐν Φωκεῦσι πόλεις παραδόξως ἀναστάτους ἐποίησε, Θηβαίους τε, ὡς τόθ’ ὑμῖν ἐδόκει, περαιτέρω τοῦ καιροῦ καὶ τοῦ ὑμετέρου συμφέροντος ἰσχυροὺς κατεσκεύασεν, ὑμεῖς τε ἐκ τῶν ἀγρῶν φοβηθέντες ἐσκευαγωγήσατε, ἐν ταῖς μεγίσταις δ’ ἦσαν αἰτίαις οἱ πρέσβεις οἱ τὴν εἰρήνην πρεσβεύσαντες, πολὺ δὲ τῶν ἄλλων διαφερόντως Φιλοκράτης καὶ Δημοσθένης, διὰ τὸ μὴ μόνον πρεσβεύειν, ἀλλὰ καὶ τὰ ψηφίσματα γεγραφέναι, συνέβη τε ἐν τοῖς αὐτοῖς χρόνοις διαφέρεσθαί τι Δημοσθένην καὶ Φιλοκράτην σχεδὸν ὑπὲρ τούτων ὑπὲρ ὧν καὶ ὑμεῖς ὑπωπτεύσατε·"
53,Aeschines (0026),Against Ctesiphon (003),114.7,"ὅθεν ἔτι μᾶλλον ἢ πρότερον συμβέβηκεν αὐτῷ, ὅτου ἂν προσάψηται, ἢ ἀνδρὸς ἰδιώτου ἢ δυνάστου ἢ πόλεως δημοκρατουμένης, τούτων ἑκάστους ἀνιάτοις συμφοραῖς περιβάλλειν."
54,Aeschines (0026),Against Ctesiphon (003),115.7,"συνέβη δ’ ἡμῖν ἀρτίως μὲν εἰς Δελφοὺς ἀφῖχθαι, παραχρῆμα δὲ τὸν ἱερομνήμονα Διόγνητον πυρέττειν·"
55,Aeschines (0026),Against Ctesiphon (003),164.1,"ἀλλ’ ἐπειδὴ πάσῃ τῇ δυνάμει Δαρεῖος κατεβεβήκει, ὁ δ’ Ἀλέξανδρος ἦν ἀπειλημμένος ἐν Κιλικίᾳ πάντων ἐνδεής, ὡς ἔφησθα σύ, αὐτίκα μάλα δ’ ἔμελλεν, ὡς ἦν ὁ παρὰ σοῦ λόγος, συμπατηθήσεσθαι ὑπὸ τῆς Περσικῆς ἵππου, τὴν δὲ σὴν ἀηδίαν ἡ πόλις οὐκ ἐχώρει καὶ τὰς ἐπιστολὰς ἃς ἐξηρτημένος ἐκ τῶν δακτύλων περιῄεις, ἐπιδεικνύων τισὶ τὸ ἐμὸν πρόσωπον ὡς ἐκπεπληγμένου καὶ ἀθυμοῦντος, καὶ χρυσόκερων ἀποκαλῶν καὶ κατεστέφθαι φάσκων, εἴ τι πταῖσμα συμβήσεται Ἀλεξάνδρῳ, οὐδ’ ἐνταῦθα ἔπραξας οὐδέν, ἀλλ’ εἴς τινα καιρὸν ἀνεβάλλου καλλίω."
56,Aeschines (0026),Against Ctesiphon (003),207.1,"ἀλλ’ ἃ δὴ συμβήσεται ὑμῖν, ἐὰν τοῦτον τὸν τρόπον τὴν ἀκρόασιν ποιήσησθε, ταῦθ’ ὑμῖν ἤδη δίκαιός εἰμι προειπεῖν."
57,Aeschines (0026),Against Ctesiphon (003),242.3,"καὶ γὰρ ἂν ἄτοπόν σοι συμβαίνοι, εἰ πρώην μέν ποθ’ ὑπέμεινας πρεσβευτὴς ὡς Κλεοπάτραν τὴν Φιλίππου θυγατέρα χειροτονεῖσθαι, συναχθεσθησόμενος ἐπὶ τῇ τοῦ Μολοττῶν βασιλέως Ἀλεξάνδρου τελευτῇ, νυνὶ δὲ οὐ φήσεις δύνασθαι λέγειν."
58,Aeschines (0026),The Speech on the Embassy (002),4.1,"ἐμοὶ δέ, ἄνδρες Ἀθηναῖοι, συμβέβηκε τῆς Δημοσθένους ἀκούοντι κατηγορίας μήτε δεῖσαι πώποθ’ οὕτως ὡς ἐν τῇδε τῇ ἡμέρᾳ, μήτ’ ἀγανακτῆσαι μᾶλλον ἢ νῦν, μήτ’ εἰς ὑπερβολὴν ὁμοίως ἡσθῆναι."
59,Aeschines (0026),The Speech on the Embassy (002),28.1,"ἀφικομένου δ’ εἰς τοὺς τόπους Ἰφικράτους μετ’ ὀλίγων τὸ πρῶτον νεῶν, ἐπὶ κατασκοπῇ μᾶλλον τῶν πραγμάτων ἢ πολιορκία τῆς πόλεως, ἐνταῦθα, ἔφην ἐγώ, μετεπέμψατο αὐτὸν Εὐρυδίκη ἡ μήτηρ ἡ σή, καὶ ὥς γε δὴ λέγουσιν οἱ παρόντες πάντες, Περδίκκαν μὲν τὸν ἀδελφὸν τὸν σὸν καταστήσασα εἰς τὰς χεῖρας τὰς Ἰφικράτους, σὲ δὲ εἰς τὰ γόνατα τὰ ἐκείνου θεῖσα παιδίον ὄντα, εἶπεν ὅτι Ἀμύντας ὁ πατὴρ τῶν παιδίων τούτων, ὅτ’ ἔζη, υἱὸν ἐποιήσατό σε, τῇ δὲ Ἀθηναίων πόλει οἰκείως ἐχρήσατο, ὥστε συμβαίνει σοι καὶ ἰδίᾳ τῶν παίδων τούτων γεγενῆσθαι ἀδελφῷ, καὶ δημοσίᾳ φίλῳ ἡμῖν εἶναι."
60,Aeschines (0026),The Speech on the Embassy (002),70.2,"τὴν μὲν γὰρ ἀρχὴν ἐποιησάμεθα τοῦ πολέμου ὑπὲρ Ἀμφιπόλεως, συνέβαινε δ’ ἡμῶν τὸν στρατηγὸν ἐν τῷ πολέμῳ ἑβδομήκοντα μὲν καὶ πέντε πόλεις συμμαχίδας ἀποβεβληκέναι, ἃς ἐκτήσατο Τιμόθεος ὁ Κόνωνος καὶ κατέστησεν εἰς τὸ συνέδριον·"
61,Aeschines (0026),The Speech on the Embassy (002),79.4,"οὐδενὸς δ’ ἀνθρώπων ἐπικουροῦντος τῇ πόλει, ἀλλὰ τῶν μὲν περιορώντων ὅ τι συμβήσεται, τῶν δὲ συνεπιστρατευόντων, τῶν δ’ ἐν τῇ πόλει ῥητόρων χορηγὸν ταῖς καθ’ ἡμέραν δαπάναις τὸν πόλεμον ποιουμένων, ὁμολογῶ συμβουλεῦσαι τῷ δήμῳ διαλύσασθαι πρὸς Φίλιππον καὶ τὴν εἰρήνην συνθέσθαι, ἣν σὺ νομίζεις νῦν αἰσχράν, ὁ οὐδὲ πώποθ’ ἁψάμενος ὅπλων, ἐγὼ δὲ ταύτην εἶναι πολλῷ φημι καλλίω τοῦ πολέμου."
62,Aeschines (0026),The Speech on the Embassy (002),82.2,"συνέβαινε δέ, ὅτε τὴν προτέραν ἐπρεσβεύομεν πρεσβείαν, ἐμοὶ μὲν μετὰ τῶν συμπρέσβεων ἀπιέναι δεῦρο, Φιλίππῳ δ’ ἐπὶ Θράκην ἐξιέναι, πρὸς δ’ ἡμᾶς ὡμολογηκέναι, ἕως ἂν ὑμεῖς περὶ τῆς εἰρήνης βουλεύσησθε, μὴ ἐπιβήσεσθαι μεθ’ ὅπλων Χερρονήσου."
63,Aeschines (0026),The Speech on the Embassy (002),147.5,"συμβέβηκε δὲ αὐτῷ νέῳ μὲν ὄντι, πρὶν τὴν οὐσίαν ἀπολέσαι διὰ τὸν πόλεμον, ἀθλεῖν τῷ σώματι, ἐκπεσόντι δὲ ὑπὸ τῶν τριάκοντα στρατεύεσθαι μὲν ἐν τῇ Ἀσίᾳ, ἀριστεύειν δ’ ἐν τοῖς κινδύνοις, εἶναι δ’ ἐκ φρατρίας τὸ γένος ἣ τῶν αὐτῶν βωμῶν Ἐτεοβουτάδαις μετέχει, ὅθεν ἡ τῆς Ἀθηνᾶς τῆς Πολιάδος ἐστὶν ἱέρεια, συγκατάγειν δὲ τὸν δῆμον, ὥσπερ καὶ ὀλίγῳ πρότερον εἶπον."
64,Aeschines (0026),The Speech on the Embassy (002),148.1,"ἐλευθέρους δε μοι συμβέβηκεν εἶναι καὶ τοὺς πρὸς μητρὸς ἅπαντας, ἣ νῦν ἐμοὶ πρὸ τῶν ὀφθαλμῶν προφαίνεται φοβουμένη περὶ τῆς ἐμῆς σωτηρίας καὶ διηπορημένη."
65,Aeschines (0026),The Speech on the Embassy (002),179.1,"κἀμοὶ συνδεησόμενοι πάρεισιν ὑμῶν πατὴρ μέν, οὗ τὰς τοῦ γήρως ἐλπίδας μὴ ἀφέλησθε, ἀδελφοὶ δέ, οἳ διαζυγέντες ἐμοῦ ζῆν οὐκ ἂν προέλοιντο, κηδεσταὶ δὲ καὶ ταυτὶ τὰ μικρὰ παιδία καὶ τοὺς μὲν κινδύνους οὔπω συνιέντα, ἐλεινὰ δέ, εἴ τι συμβήσεται ἡμῖν παθεῖν."
66,Aeschines (0026),Against Timarchus (001),132.1,"ὃς ἐπιχειρήσει διασύρειν τὴν ὅλην ἔνστασιν τοῦ ἀγῶνος, οὐ κρίσιν ἐξευρηκέναι με φάσκων, ἀλλὰ δεινῆς ἀπαιδευσίας ἀρχήν, παραφέρων πρῶτον μὲν τοὺς εὐεργέτας τοὺς ὑμετέρους, Ἁρμόδιον καὶ Ἀριστογείτονα, καὶ τὴν πρὸς ἀλλήλους πίστιν καὶ τὸ πρᾶγμα ὡς συνήνεγκε τῇ πόλει διεξιών·"
67,Aeschines (0026),Against Ctesiphon (003),91.6,"οὐδὲν γὰρ ἦν τὸ μέσον, εἰ μνησθεὶς τῶν προτέρων ἀδικημάτων ὁ δῆμος μὴ προσδέξαιτο τὴν συμμαχίαν, ἀλλ’ ὑπῆρχεν αὐτῷ ἢ φεύγειν ἐκ Χαλκίδος, ἢ τεθνάναι ἐγκαταληφθέντι·"
68,Aeschines (0026),Against Ctesiphon (003),168.4,"ἐγὼ μὲν μεθ’ ὑμῶν λογιοῦμαι ἃ δεῖ ὑπάρξαι ἐν τῇ φύσει τῷ δημοτικῷ ἀνδρὶ καὶ σώφρονι, καὶ πάλιν ἀντιθήσω ποῖόν τινα εἰκός ἐστιν εἶναι τὸν ὀλιγαρχικὸν ἄνθρωπον καὶ φαῦλον·"
69,Aeschines (0026),Against Ctesiphon (003),168.8,"οἶμαι τοίνυν ἅπαντας ἂν ὑμᾶς ὁμολογῆσαι τάδε δεῖν ὑπάρξαι τῷ δημοτικῷ, πρῶτον μὲν ἐλεύθερον εἶναι καὶ πρὸς πατρὸς καὶ πρὸς μητρός, ἵνα μὴ διὰ τὴν περὶ τὸ γένος ἀτυχίαν δυσμενὴς ᾖ τοῖς νόμοις, οἳ σῴζουσι τὴν δημοκρατίαν, δεύτερον δ’ ἀπὸ τῶν προγόνων εὐεργεσίαν τινὰ αὐτῷ πρὸς τὸν δῆμον ὑπάρχειν, ἢ τό γ’ ἀναγκαιότατον μηδεμίαν ἔχθραν, ἵνα μὴ βοηθῶν τοῖς τῶν προγόνων ἀτυχήμασι κακῶς ἐπιχειρῇ ποιεῖν τὴν πόλιν."
70,Aeschines (0026),Against Ctesiphon (003),208.7,"ὅταν δ’ ἐπίορκος ὢν εἰς τὴν τῶν ὅρκων πίστιν καταφυγγάνῃ, ἐκεῖνο ἀπομνημονεύσατε αὐτῷ, ὅτι τῷ πολλάκις μὲν ἐπιορκοῦντι, ἀεὶ δὲ μεθ’ ὅρκων ἀξιοῦντι πιστεύεσθαι, δυοῖν θάτερον ὑπάρξαι δεῖ, ἢ τοὺς θεοὺς καινούς, ἢ τοὺς ἀκροατὰς μὴ τοὺς αὐτούς."
71,Aeschines (0026),Against Timarchus (001),72.1,"τίς οὖν οὕτω ταλαίπωρός ἐστιν ἄνθρωπος, ὅστις ἂν ἐθελήσειε σαφῶς τοιαύτην μαρτυρίαν μαρτυρῆσαι, ἐξ ἧς ὑπάρχει αὐτῷ, ἐὰν τἀληθῆ μαρτυρήσῃ, ἐπιδεικνύναι ἔνοχον ὄντα ἑαυτὸν τοῖς ἐσχάτοις ἐπιτιμίοις;"
72,Aeschines (0026),Against Ctesiphon (003),47.13,"ἐπειδὰν τοίνυν ἐξαπατῶντες ὑμᾶς λέγωσιν ὡς προσγέγραπται ἐν τῷ νόμῳ ἐξεῖναι στεφανοῦν, ἐὰν ψηφίσηται ὁ δῆμος, ἀπομνημονεύετε αὐτοῖς ὑποβάλλειν·"
73,Aeschines (0026),Against Ctesiphon (003),62.1,ἔγραψε Φιλοκράτης ἐξεῖναι Φιλίππῳ δεῦρο κήρυκα καὶ πρέσβεις πέμπειν περὶ εἰρήνης.
74,Aeschines (0026),Against Ctesiphon (003),69.4,"ἔπειτα ἀπήντησαν ὀρθῶς ἰασόμενοι τὸ Δημοσθένους δωροδόκημα, καὶ προσέγραψαν ἐξεῖναι τῷ βουλομένῳ τῶν Ἑλλήνων ἐν τρισὶ μησὶν εἰς τὴν αὐτὴν στήλην ἀναγράφεσθαι μετ’ Ἀθηναιων καὶ μετέχειν τῶν ὅρκων καὶ τῶν συνθηκῶν, δύο τὰ μέγιστα προκαταλαμβάνοντες, πρῶτον μὲν τὸν χρόνον τὸν τῆς τριμήνου ταῖς τῶν Ἑλλήνων πρεσβείαις ἱκανὸν παραγενέσθαι κατασκευάζοντες, ἔπειτα τὴν τῶν Ἑλλήνων εὔνοιαν τῇ πόλει μετὰ κοινοῦ συνεδρίου κτώμενοι, ἵν’ εἰ παραβαίνοιντο αἱ συνθῆκαι, μὴ μόνοι μηδ’ ἀπαράσκευοι πολεμήσαιμεν, ὃ νῦν ἡμῖν παθεῖν συνέβη διὰ Δημοσθένην."
75,Aeschines (0026),Against Ctesiphon (003),158.3,"ὑμεῖς δέ, ὦ ἄνδρες Ἀθηναῖοι, οὐκ αἰσχύνεσθε, εἰ ἐπὶ μὲν τοὺς πορθμέας τοὺς εἰς Σαλαμῖνα πορθμεύοντας νόμον ἔθεσθε, ἐάν τις αὐτῶν ἄκων ἐν τῷ πόρῳ πλοῖον ἀνατρέψῃ, τούτῳ μὴ ἐξεῖναι πάλιν πορθμεῖ γενέσθαι, ἵνα μηδεὶς αὐτοσχεδιάζῃ εἰς τὰ τῶν Ἑλλήνων σώματα, τὸν δὲ τὴν Ἑλλάδα καὶ τὴν πόλιν ἄρδην ἀνατετροφότα, τοῦτον ἐάσετε πάλιν ἀπευθύνειν τὰ κοινά;"
76,Aeschines (0026),Against Ctesiphon (003),199.1,"ὅλως δ’ ἔγωγε, ὦ ἄνδρες Ἀθηναῖοι, ὀλίγου δέω εἰπεῖν ὡς καὶ νόμον δεῖ τεθῆναι ἐπὶ ταῖς γραφαῖς μόναις ταῖς τῶν παρανόμων, μὴ ἐξεῖναι μήτε τῷ κατηγόρῳ συνηγόρους παρασχέσθαι, μήτε τῷ τὴν γραφὴν φεύγοντι."
77,Aeschines (0026),Against Timarchus (001),119.7,"ὁπότε δὴ οὖν τετόλμηκα ἀντιγράψασθαι πεπορνευμένῳ Τιμάρχῳ μὴ ἐξεῖναι δημηγορεῖν, ἀπαιτεῖν φησι τὴν πρᾶξιν αὐτὴν οὐκ αἰτίαν κατηγόρου, ἀλλὰ μαρτυρίαν τελώνου τοῦ παρὰ Τιμάρχου τοῦτο ἐκλέξαντος τὸ τέλος."
78,Aeschines (0026),The Speech on the Embassy (002),13.5,"εἰπόντος δὲ ταῦτα τοῦ Κτησιφῶντος, καὶ πολλήν τινα ἐξαγγείλαντος πρὸς τούτοις φιλανθρωπίαν, καὶ τοῦ δήμου σφόδρα ἀποδεξαμένου καὶ τὸν Κτησιφῶντα ἐπαινέσαντος, ἀντειπόντος δ’ οὐδενός, ἐνταῦθα ἤδη δίδωσι ψήφισμα Φιλοκράτης ὁ Ἁγνούσιος, καὶ ὁ δῆμος ἅπας ὁμογνωμονῶν ἐχειροτόνησεν, ἐξεῖναι Φιλίππῳ δεῦρο κήρυκα καὶ πρέσβεις πέμπειν ὑπὲρ εἰρήνης."
79,Aeschines (0026),The Speech on the Embassy (002),108.6,"ἀρξάμενος δὲ τοῦ λέγειν, πρῶτον διαβολήν τινα ὑπειπὼν κατὰ τῶν συμπρέσβεων, ὡς οὐχ ἅπαντες ὑπὲρ τῶν αὐτῶν οὐδ’ ὅμοιοι ταῖς δόξαις ἥκοιμεν, διεξῄει τὰς ὑπηρεσίας τὰς ὑπηργμένας εἰς Φίλιππον αὐτῷ, πρώτην μὲν τὴν τῷ ψηφίσματι τῷ Φιλοκράτους συνηγορίαν, ὅτε ἔφευγε παρανόμων ἐξεῖναι γράψας Φιλίππῳ πρέσβεις πρὸς Ἀθηναίους ὑπὲρ εἰρήνης πέμπειν·"
80,Aeschines (0026),Against Timarchus (001),34.7,"τὸν γὰρ περὶ τῆς προεδρίας τῶν φυλῶν νόμον Τίμαρχος οὑτοσὶ καὶ ἕτεροι τοιοῦτοι ῥήτορες συνελθόντες γεγραμμένοι εἰσὶ μὴ ἐπιτήδειον εἶναι, ἔν’ ἐξῇ αὐτοῖς καὶ ζῆν καὶ λέγειν ὡς αὐτοὶ βούλονται."
81,Aeschines (0026),Against Ctesiphon (003),73.5,"ὁ γὰρ μισαλέξανδρος καὶ μισοφίλιππος ἡμῖν οὑτοσὶ ῥήτωρ δὶς ἐπρέσβευσεν εἰς Μακεδονίαν, ἐξὸν μηδὲ ἅπαξ, ὁ νυνὶ κελεύων τῶν Μακεδόνων καταπτύειν."
82,Aeschines (0026),Against Ctesiphon (003),85.1,"ὑμεῖς γάρ, ὦ ἄνδρες Ἀθηναῖοι, πολλὰ καὶ μεγάλα ἠδικημένοι ὑπὸ Μνησάρχου τοῦ Χαλκιδέως, τοῦ Καλλίου καὶ Ταυροσθένους πατρός, οὓς οὗτος νυνὶ μισθὸν λαβὼν Ἀθηναίους εἶναι τολμᾷ γράφειν, καὶ πάλιν ὑπὸ Θεμίσωνος τοῦ Ἐρετριέως, ὃς ἡμῶν εἰρήνης οὔσης Ὠρωπὸν ἀφείλετο, τούτων ἑκόντες ἐπιλαθόμενοι, ἐπειδὴ διέβησαν εἰς Εὔβοιαν Θηβαῖοι καταδουλώσασθαι τὰς πόλεις πειρώμενοι, ἐν πέντε ἡμέραις ἐβοηθήσατε αὐτοῖς καὶ ναυσὶ καὶ πεζῇ δυνάμει, καὶ πρὶν τριάκονθ’ ἡμέρας διελθεῖν ὑποσπόνδους Θηβαίους ἀφήκατε, κύριοι τῆς Εὖβοίας γενόμενοι, καὶ τάς τε πόλεις αὐτὰς καὶ τὰς πολιτείας ἀπέδοτε ὀρθῶς καὶ δικαίως τοῖς παρακαταθεμένοις, οὐχ ἡγούμενοι δίκαιον εἶναι τὴν ὀργὴν ἀπομνημονεύειν ἐν τῷ πιστευθῆναι."
